-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 02/10/2019 through 08/03/2019 in UTC
Location: Latitude  8.8613   Longitude -83.4743 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 325.7 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M             MERRA-2 Temperature at 2 Meters (C) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/hour) 
-END HEADER-
YEAR,MO,DY,HR,T2M,PRECTOTCORR
2019,4,17,14,28.22,0.12
2019,4,17,15,29.72,0.19
2019,4,17,16,30.55,0.22
2019,4,17,17,30.93,0.27
2019,4,17,18,30.9,0.33
2019,4,17,19,30.49,0.28
2019,4,17,20,29.81,0.26
2019,4,17,21,28.98,0.29
2019,4,17,22,28.14,0.53
2019,4,17,23,27.39,0.51
2019,4,18,0,26.7,1.37
2019,4,18,1,26.37,1.62
2019,4,18,2,26.42,1.87
2019,4,18,3,26.38,2.15
2019,4,18,4,26.24,2.62
2019,4,18,5,26.02,3.28
2019,4,18,6,25.82,3.63
2019,4,18,7,25.63,4.58
2019,4,18,8,25.37,4.92
2019,4,18,9,25.27,4.93
2019,4,18,10,25.23,5.22
2019,4,18,11,25.18,5.19
2019,4,18,12,25.58,5.93
2019,4,18,13,26.32,5.94
2019,4,18,14,27.35,6.52
2019,4,18,15,28.6,6.83
2019,4,18,16,29.33,6.89
2019,4,18,17,29.44,7.7
2019,4,18,18,29.07,8.93
2019,4,18,19,28.37,10.57
2019,4,18,20,27.55,11.83
2019,4,18,21,26.72,15.18
2019,4,18,22,25.99,17.93
2019,4,18,23,25.41,20.04
2019,4,19,0,25.21,10.81
2019,4,19,1,25.4,11.4
2019,4,19,2,25.51,11.78
2019,4,19,3,25.58,11.98
2019,4,19,4,25.65,12.28
2019,4,19,5,25.75,13.68
2019,4,19,6,25.88,15.42
2019,4,19,7,25.95,14.91
2019,4,19,8,26.37,12.11
2019,4,19,9,25.95,9.65
2019,4,19,10,25.61,7.08
2019,4,19,11,25.62,6.14
2019,4,19,12,25.89,5.37
2019,4,19,13,26.24,4.73
2019,4,19,14,26.73,4.13
2019,4,19,15,27.41,4.23
2019,4,19,16,27.74,4.06
2019,4,19,17,27.78,4.5
2019,4,19,18,27.7,4.56
2019,4,19,19,27.62,4.06
2019,4,19,20,27.51,3.61
2019,4,19,21,27.27,3.62
2019,4,19,22,26.94,3.96
2019,4,19,23,26.67,4.55
2019,4,20,0,26.52,1.94
2019,4,20,1,26.47,2.46
2019,4,20,2,26.47,3.16
2019,4,20,3,26.4,4.2
2019,4,20,4,26.27,5.09
2019,4,20,5,26.1,6.07
2019,4,20,6,25.93,7.17
2019,4,20,7,25.79,7.78
2019,4,20,8,25.68,7.04
2019,4,20,9,25.59,4.59
2019,4,20,10,25.5,2.34
2019,4,20,11,25.56,1.38
2019,4,20,12,25.77,1.02
2019,4,20,13,26.2,1.17
2019,4,20,14,26.86,1.49
2019,4,20,15,27.76,1.78
2019,4,20,16,28.46,1.77
2019,4,20,17,28.59,1.8
2019,4,20,18,28.73,1.56
2019,4,20,19,28.72,1.22
2019,4,20,20,28.52,0.85
2019,4,20,21,28.11,0.77
2019,4,20,22,27.46,0.66
2019,4,20,23,26.68,0.62
2019,4,21,0,26.05,3.39
2019,4,21,1,25.82,3.8
2019,4,21,2,25.76,2.96
2019,4,21,3,25.78,1.9
2019,4,21,4,25.79,1.8
2019,4,21,5,25.6,2.56
2019,4,21,6,25.35,4.33
2019,4,21,7,25.19,4.45
2019,4,21,8,25.09,2.85
2019,4,21,9,25.13,1.11
2019,4,21,10,25.23,0.75
2019,4,21,11,25.34,0.61
2019,4,21,12,25.78,0.6
2019,4,21,13,26.82,0.5
2019,4,21,14,28.33,0.49
2019,4,21,15,29.64,0.41
2019,4,21,16,30.6,0.42
2019,4,21,17,31.1,0.6
2019,4,21,18,31.16,0.69
2019,4,21,19,30.83,1.2
2019,4,21,20,30.19,1.93
2019,4,21,21,29.36,3.46
2019,4,21,22,28.43,4.81
2019,4,21,23,27.48,6.66
2019,4,22,0,26.98,8.63
2019,4,22,1,26.77,9.91
2019,4,22,2,26.35,7.95
2019,4,22,3,25.92,6.97
2019,4,22,4,25.53,5.2
2019,4,22,5,25.19,4.15
2019,4,22,6,25.0,3.83
2019,4,22,7,24.95,3.2
2019,4,22,8,24.99,3.55
2019,4,22,9,25.09,3.8
2019,4,22,10,25.19,3.31
2019,4,22,11,25.34,2.96
2019,4,22,12,25.8,2.93
2019,4,22,13,26.63,2.82
2019,4,22,14,27.99,2.63
2019,4,22,15,29.03,2.31
2019,4,22,16,29.7,2.58
2019,4,22,17,29.96,3.38
2019,4,22,18,29.73,4.51
2019,4,22,19,29.24,6.43
2019,4,22,20,28.63,8.96
2019,4,22,21,27.9,11.28
2019,4,22,22,27.17,11.64
2019,4,22,23,26.45,11.63
2019,4,23,0,25.99,1.52
2019,4,23,1,25.9,1.75
2019,4,23,2,25.76,1.93
2019,4,23,3,25.6,3.56
2019,4,23,4,25.5,4.61
2019,4,23,5,25.42,6.21
2019,4,23,6,25.28,8.01
2019,4,23,7,25.07,9.77
2019,4,23,8,24.92,11.42
2019,4,23,9,24.83,12.34
2019,4,23,10,24.77,13.33
2019,4,23,11,24.78,14.98
2019,4,23,12,25.14,15.76
2019,4,23,13,25.82,17.03
2019,4,23,14,26.46,18.17
2019,4,23,15,27.04,18.13
2019,4,23,16,27.89,19.45
2019,4,23,17,28.31,17.75
2019,4,23,18,28.57,14.76
2019,4,23,19,28.48,11.24
2019,4,23,20,28.29,7.73
2019,4,23,21,27.9,3.91
2019,4,23,22,27.35,1.18
2019,4,23,23,26.77,0.21
2019,4,24,0,26.37,0.02
2019,4,24,1,26.23,0.01
2019,4,24,2,26.07,0.02
2019,4,24,3,25.95,0.09
2019,4,24,4,25.93,0.19
2019,4,24,5,25.81,0.28
2019,4,24,6,25.58,0.34
2019,4,24,7,25.31,0.27
2019,4,24,8,25.06,0.16
2019,4,24,9,24.89,0.08
2019,4,24,10,24.76,0.03
2019,4,24,11,24.67,0.01
2019,4,24,12,25.23,0.01
2019,4,24,13,26.65,0.0
2019,4,24,14,28.02,0.0
2019,4,24,15,28.95,0.01
2019,4,24,16,29.5,0.01
2019,4,24,17,29.73,0.01
2019,4,24,18,29.63,0.04
2019,4,24,19,29.39,0.01
2019,4,24,20,29.03,0.01
2019,4,24,21,28.47,0.04
2019,4,24,22,27.8,0.09
2019,4,24,23,27.0,0.16
2019,4,25,0,26.32,0.29
2019,4,25,1,25.9,0.45
2019,4,25,2,25.89,0.55
2019,4,25,3,25.93,0.64
2019,4,25,4,25.92,0.73
2019,4,25,5,25.87,0.86
2019,4,25,6,25.83,0.7
2019,4,25,7,25.79,0.46
2019,4,25,8,25.73,0.32
2019,4,25,9,25.75,0.1
2019,4,25,10,25.74,0.06
2019,4,25,11,25.72,0.04
2019,4,25,12,26.05,0.04
2019,4,25,13,26.39,0.05
2019,4,25,14,27.47,0.04
2019,4,25,15,28.85,0.04
2019,4,25,16,29.56,0.03
2019,4,25,17,29.85,0.02
2019,4,25,18,29.76,0.02
2019,4,25,19,29.18,0.04
2019,4,25,20,28.58,0.07
2019,4,25,21,28.11,0.06
2019,4,25,22,27.75,0.05
2019,4,25,23,27.28,0.03
2019,4,26,0,26.72,0.59
2019,4,26,1,26.41,0.57
2019,4,26,2,26.23,0.94
2019,4,26,3,26.12,0.93
2019,4,26,4,26.04,2.71
2019,4,26,5,25.96,4.16
2019,4,26,6,25.89,5.05
2019,4,26,7,25.87,4.71
2019,4,26,8,25.91,3.25
2019,4,26,9,25.92,2.14
2019,4,26,10,25.8,1.11
2019,4,26,11,25.54,1.28
2019,4,26,12,25.86,1.44
2019,4,26,13,26.73,1.54
2019,4,26,14,28.27,2.88
2019,4,26,15,29.62,2.2
2019,4,26,16,30.43,2.14
2019,4,26,17,30.57,1.49
2019,4,26,18,30.2,1.52
2019,4,26,19,29.53,2.12
2019,4,26,20,28.87,2.48
2019,4,26,21,28.33,2.53
2019,4,26,22,27.82,2.23
2019,4,26,23,27.18,0.99
2019,4,27,0,26.68,0.46
2019,4,27,1,26.55,0.23
2019,4,27,2,26.63,0.15
2019,4,27,3,26.63,0.15
2019,4,27,4,26.63,0.07
2019,4,27,5,26.66,0.17
2019,4,27,6,26.69,0.43
2019,4,27,7,26.68,0.62
2019,4,27,8,26.55,0.88
2019,4,27,9,26.35,1.36
2019,4,27,10,26.09,1.67
2019,4,27,11,25.91,1.38
2019,4,27,12,26.22,2.35
2019,4,27,13,26.94,3.13
2019,4,27,14,27.9,4.95
2019,4,27,15,28.81,3.66
2019,4,27,16,29.74,2.82
2019,4,27,17,30.34,1.28
2019,4,27,18,30.53,0.56
2019,4,27,19,30.21,0.73
2019,4,27,20,29.6,1.25
2019,4,27,21,28.91,1.74
2019,4,27,22,28.23,2.35
2019,4,27,23,27.53,2.94
2019,4,28,0,26.97,3.5
2019,4,28,1,26.77,4.92
2019,4,28,2,26.85,8.84
2019,4,28,3,26.9,12.06
2019,4,28,4,26.76,12.11
2019,4,28,5,26.56,14.42
2019,4,28,6,26.4,14.39
2019,4,28,7,26.13,10.77
2019,4,28,8,25.87,6.39
2019,4,28,9,25.69,2.68
2019,4,28,10,25.63,1.05
2019,4,28,11,25.62,1.57
2019,4,28,12,26.2,2.55
2019,4,28,13,27.46,3.22
2019,4,28,14,29.17,2.85
2019,4,28,15,30.28,2.35
2019,4,28,16,31.03,2.65
2019,4,28,17,31.45,1.48
2019,4,28,18,31.45,1.84
2019,4,28,19,31.09,2.96
2019,4,28,20,30.51,5.54
2019,4,28,21,29.87,9.35
2019,4,28,22,29.1,13.89
2019,4,28,23,28.22,12.17
2019,4,29,0,27.49,89.57
2019,4,29,1,27.12,72.32
2019,4,29,2,27.16,65.84
2019,4,29,3,27.17,54.9
2019,4,29,4,27.05,51.93
2019,4,29,5,26.89,55.97
2019,4,29,6,26.7,58.38
2019,4,29,7,26.56,59.7
2019,4,29,8,26.51,60.93
2019,4,29,9,26.53,47.89
2019,4,29,10,26.65,37.72
2019,4,29,11,26.72,27.59
2019,4,29,12,27.16,22.04
2019,4,29,13,27.7,18.06
2019,4,29,14,28.89,19.89
2019,4,29,15,29.82,21.5
2019,4,29,16,30.5,32.76
2019,4,29,17,30.85,51.17
2019,4,29,18,30.78,63.38
2019,4,29,19,30.37,66.06
2019,4,29,20,29.72,61.37
2019,4,29,21,29.03,53.02
2019,4,29,22,28.29,53.04
2019,4,29,23,27.68,55.89
2019,4,30,0,27.56,15.74
2019,4,30,1,27.47,15.22
2019,4,30,2,27.28,15.38
2019,4,30,3,27.13,16.42
2019,4,30,4,26.97,15.76
2019,4,30,5,26.9,18.25
2019,4,30,6,26.79,20.36
2019,4,30,7,26.67,20.62
2019,4,30,8,26.58,21.21
2019,4,30,9,26.57,19.08
2019,4,30,10,26.59,24.04
2019,4,30,11,26.63,20.93
2019,4,30,12,26.87,19.48
2019,4,30,13,27.21,18.47
2019,4,30,14,27.51,19.14
2019,4,30,15,28.15,15.68
2019,4,30,16,28.5,16.02
2019,4,30,17,28.7,15.63
2019,4,30,18,28.71,20.67
2019,4,30,19,28.49,22.42
2019,4,30,20,28.14,27.86
2019,4,30,21,27.71,48.28
2019,4,30,22,27.34,70.66
2019,4,30,23,27.05,97.93
2019,5,1,0,26.92,21.0
2019,5,1,1,27.0,22.72
2019,5,1,2,26.93,22.32
2019,5,1,3,26.79,20.25
2019,5,1,4,26.72,16.2
2019,5,1,5,26.65,12.41
2019,5,1,6,26.51,10.1
2019,5,1,7,26.3,7.97
2019,5,1,8,26.15,4.84
2019,5,1,9,26.17,2.73
2019,5,1,10,26.28,2.4
2019,5,1,11,26.4,1.91
2019,5,1,12,26.64,1.39
2019,5,1,13,26.99,1.2
2019,5,1,14,27.43,1.41
2019,5,1,15,28.24,1.72
2019,5,1,16,28.81,2.5
2019,5,1,17,29.17,3.17
2019,5,1,18,29.17,5.08
2019,5,1,19,28.79,8.44
2019,5,1,20,28.19,13.3
2019,5,1,21,27.66,20.09
2019,5,1,22,27.23,32.19
2019,5,1,23,26.98,54.4
2019,5,2,0,26.82,38.29
2019,5,2,1,26.68,50.18
2019,5,2,2,26.51,52.1
2019,5,2,3,26.44,34.37
2019,5,2,4,26.31,11.93
2019,5,2,5,26.2,1.92
2019,5,2,6,26.09,0.72
2019,5,2,7,26.1,0.55
2019,5,2,8,26.14,0.77
2019,5,2,9,26.18,1.05
2019,5,2,10,26.32,1.14
2019,5,2,11,26.49,1.47
2019,5,2,12,26.82,1.44
2019,5,2,13,26.98,1.45
2019,5,2,14,27.6,1.38
2019,5,2,15,28.21,1.24
2019,5,2,16,28.51,1.09
2019,5,2,17,28.73,1.25
2019,5,2,18,28.74,1.31
2019,5,2,19,28.71,1.25
2019,5,2,20,28.51,1.62
2019,5,2,21,28.18,2.19
2019,5,2,22,27.79,2.15
2019,5,2,23,27.41,2.05
2019,5,3,0,27.1,5.38
2019,5,3,1,26.99,6.36
2019,5,3,2,27.02,6.69
2019,5,3,3,27.1,6.1
2019,5,3,4,27.16,6.14
2019,5,3,5,27.13,6.07
2019,5,3,6,26.99,5.55
2019,5,3,7,26.82,5.07
2019,5,3,8,26.7,4.03
2019,5,3,9,26.65,3.55
2019,5,3,10,26.7,3.02
2019,5,3,11,26.73,2.75
2019,5,3,12,26.92,2.53
2019,5,3,13,27.28,2.43
2019,5,3,14,27.64,2.29
2019,5,3,15,28.35,2.1
2019,5,3,16,28.52,2.46
2019,5,3,17,28.29,3.07
2019,5,3,18,27.96,3.41
2019,5,3,19,27.69,3.55
2019,5,3,20,27.44,3.98
2019,5,3,21,27.13,4.99
2019,5,3,22,26.86,6.15
2019,5,3,23,26.73,6.13
2019,5,4,0,26.58,3.82
2019,5,4,1,26.46,3.22
2019,5,4,2,26.43,2.59
2019,5,4,3,26.4,2.52
2019,5,4,4,26.34,2.19
2019,5,4,5,26.27,1.75
2019,5,4,6,26.11,1.64
2019,5,4,7,25.95,1.44
2019,5,4,8,25.93,1.1
2019,5,4,9,25.95,0.95
2019,5,4,10,25.97,0.76
2019,5,4,11,26.19,0.93
2019,5,4,12,26.58,1.05
2019,5,4,13,27.05,1.35
2019,5,4,14,27.31,1.4
2019,5,4,15,28.07,1.67
2019,5,4,16,28.73,1.72
2019,5,4,17,28.94,1.63
2019,5,4,18,28.84,1.95
2019,5,4,19,28.53,1.85
2019,5,4,20,28.11,2.21
2019,5,4,21,27.69,2.09
2019,5,4,22,27.3,2.84
2019,5,4,23,26.98,2.69
2019,5,5,0,26.68,3.45
2019,5,5,1,26.59,3.05
2019,5,5,2,26.52,2.29
2019,5,5,3,26.51,2.32
2019,5,5,4,26.45,2.24
2019,5,5,5,26.41,2.31
2019,5,5,6,26.41,2.07
2019,5,5,7,26.42,1.75
2019,5,5,8,26.41,1.78
2019,5,5,9,26.4,1.55
2019,5,5,10,26.39,1.21
2019,5,5,11,26.37,1.23
2019,5,5,12,26.57,1.37
2019,5,5,13,27.02,1.06
2019,5,5,14,27.77,1.07
2019,5,5,15,28.81,0.8
2019,5,5,16,29.43,0.69
2019,5,5,17,29.81,0.59
2019,5,5,18,29.94,0.92
2019,5,5,19,29.8,0.88
2019,5,5,20,29.37,1.09
2019,5,5,21,28.76,1.36
2019,5,5,22,28.06,2.06
2019,5,5,23,27.47,2.28
2019,5,6,0,27.07,4.63
2019,5,6,1,26.93,4.01
2019,5,6,2,26.95,4.3
2019,5,6,3,26.92,4.47
2019,5,6,4,26.78,5.36
2019,5,6,5,26.58,5.68
2019,5,6,6,26.39,5.98
2019,5,6,7,26.27,5.85
2019,5,6,8,26.21,6.16
2019,5,6,9,26.28,6.13
2019,5,6,10,26.38,6.39
2019,5,6,11,26.41,6.73
2019,5,6,12,26.56,7.33
2019,5,6,13,26.75,8.26
2019,5,6,14,26.94,9.35
2019,5,6,15,27.35,10.07
2019,5,6,16,27.64,10.68
2019,5,6,17,27.75,10.46
2019,5,6,18,27.79,9.47
2019,5,6,19,27.7,7.76
2019,5,6,20,27.51,7.3
2019,5,6,21,27.21,7.15
2019,5,6,22,26.89,9.0
2019,5,6,23,26.63,7.71
2019,5,7,0,26.52,8.09
2019,5,7,1,26.63,6.48
2019,5,7,2,26.71,7.26
2019,5,7,3,26.72,10.32
2019,5,7,4,26.61,13.51
2019,5,7,5,26.52,13.97
2019,5,7,6,26.53,11.01
2019,5,7,7,26.58,9.37
2019,5,7,8,26.67,6.15
2019,5,7,9,26.77,5.07
2019,5,7,10,26.81,5.1
2019,5,7,11,26.82,5.72
2019,5,7,12,26.95,6.22
2019,5,7,13,27.06,5.48
2019,5,7,14,27.16,6.18
2019,5,7,15,27.49,8.28
2019,5,7,16,27.66,11.28
2019,5,7,17,27.74,18.15
2019,5,7,18,27.75,23.28
2019,5,7,19,27.66,27.24
2019,5,7,20,27.54,30.47
2019,5,7,21,27.37,35.26
2019,5,7,22,27.16,39.46
2019,5,7,23,26.95,48.66
2019,5,8,0,26.89,38.13
2019,5,8,1,26.94,47.87
2019,5,8,2,26.92,55.95
2019,5,8,3,26.91,59.51
2019,5,8,4,26.89,53.02
2019,5,8,5,26.82,39.29
2019,5,8,6,26.75,29.49
2019,5,8,7,26.62,27.21
2019,5,8,8,26.34,27.26
2019,5,8,9,26.11,26.66
2019,5,8,10,25.93,26.15
2019,5,8,11,25.81,25.85
2019,5,8,12,25.95,24.33
2019,5,8,13,26.35,21.67
2019,5,8,14,26.62,20.25
2019,5,8,15,26.93,21.93
2019,5,8,16,27.17,24.62
2019,5,8,17,27.31,27.94
2019,5,8,18,27.34,31.41
2019,5,8,19,27.24,33.18
2019,5,8,20,27.13,25.07
2019,5,8,21,27.01,18.02
2019,5,8,22,26.9,16.3
2019,5,8,23,26.76,15.66
2019,5,9,0,26.59,10.06
2019,5,9,1,26.5,11.44
2019,5,9,2,26.42,11.83
2019,5,9,3,26.35,12.57
2019,5,9,4,26.24,14.3
2019,5,9,5,26.17,18.61
2019,5,9,6,26.1,25.14
2019,5,9,7,26.01,33.28
2019,5,9,8,25.91,33.44
2019,5,9,9,25.84,24.34
2019,5,9,10,25.81,17.37
2019,5,9,11,25.85,13.45
2019,5,9,12,26.04,12.66
2019,5,9,13,26.31,11.65
2019,5,9,14,26.47,11.7
2019,5,9,15,26.74,12.12
2019,5,9,16,26.99,13.11
2019,5,9,17,27.13,14.81
2019,5,9,18,27.15,16.62
2019,5,9,19,27.11,17.77
2019,5,9,20,26.96,17.12
2019,5,9,21,26.6,15.55
2019,5,9,22,26.13,13.84
2019,5,9,23,25.75,13.13
2019,5,10,0,25.5,22.92
2019,5,10,1,25.38,18.32
2019,5,10,2,25.3,15.51
2019,5,10,3,25.25,12.11
2019,5,10,4,25.25,11.75
2019,5,10,5,25.2,12.48
2019,5,10,6,25.1,12.48
2019,5,10,7,25.05,11.84
2019,5,10,8,24.98,11.79
2019,5,10,9,24.87,8.05
2019,5,10,10,24.85,7.52
2019,5,10,11,25.03,8.08
2019,5,10,12,25.41,10.03
2019,5,10,13,26.19,11.5
2019,5,10,14,27.25,12.15
2019,5,10,15,28.28,12.77
2019,5,10,16,28.45,14.46
2019,5,10,17,28.1,17.55
2019,5,10,18,27.64,21.33
2019,5,10,19,27.12,26.56
2019,5,10,20,26.61,32.07
2019,5,10,21,26.18,37.94
2019,5,10,22,25.8,46.29
2019,5,10,23,25.6,53.0
2019,5,11,0,25.48,17.12
2019,5,11,1,25.41,20.76
2019,5,11,2,25.33,27.9
2019,5,11,3,25.27,34.32
2019,5,11,4,25.16,37.94
2019,5,11,5,25.01,37.14
2019,5,11,6,24.88,31.71
2019,5,11,7,24.75,25.72
2019,5,11,8,24.64,20.67
2019,5,11,9,24.36,17.12
2019,5,11,10,24.11,13.95
2019,5,11,11,23.98,10.9
2019,5,11,12,24.06,7.67
2019,5,11,13,24.37,5.46
2019,5,11,14,24.87,4.24
2019,5,11,15,25.64,3.43
2019,5,11,16,26.39,3.11
2019,5,11,17,26.87,2.65
2019,5,11,18,27.11,2.48
2019,5,11,19,27.15,2.39
2019,5,11,20,27.12,2.29
2019,5,11,21,26.95,2.26
2019,5,11,22,26.72,1.92
2019,5,11,23,26.53,1.52
2019,5,12,0,26.4,0.83
2019,5,12,1,26.25,0.64
2019,5,12,2,26.05,0.49
2019,5,12,3,25.81,0.36
2019,5,12,4,25.55,0.27
2019,5,12,5,25.37,0.25
2019,5,12,6,25.22,0.31
2019,5,12,7,25.14,0.41
2019,5,12,8,25.07,0.58
2019,5,12,9,24.97,0.65
2019,5,12,10,24.8,0.57
2019,5,12,11,24.74,0.47
2019,5,12,12,25.01,0.56
2019,5,12,13,25.38,0.76
2019,5,12,14,25.71,1.13
2019,5,12,15,26.37,1.22
2019,5,12,16,26.85,1.35
2019,5,12,17,27.03,1.45
2019,5,12,18,26.97,1.55
2019,5,12,19,26.86,1.9
2019,5,12,20,26.71,2.3
2019,5,12,21,26.46,3.12
2019,5,12,22,26.11,4.14
2019,5,12,23,25.82,4.85
2019,5,13,0,25.7,10.0
2019,5,13,1,25.65,10.88
2019,5,13,2,25.62,11.92
2019,5,13,3,25.58,14.13
2019,5,13,4,25.53,18.1
2019,5,13,5,25.46,24.51
2019,5,13,6,25.42,32.81
2019,5,13,7,25.34,44.33
2019,5,13,8,25.2,54.73
2019,5,13,9,25.08,52.61
2019,5,13,10,25.03,42.16
2019,5,13,11,25.07,28.56
2019,5,13,12,25.29,17.91
2019,5,13,13,25.58,11.46
2019,5,13,14,25.81,8.75
2019,5,13,15,26.29,7.25
2019,5,13,16,26.62,5.77
2019,5,13,17,26.72,4.86
2019,5,13,18,26.57,4.7
2019,5,13,19,26.28,3.87
2019,5,13,20,25.95,3.09
2019,5,13,21,25.58,2.6
2019,5,13,22,25.21,2.13
2019,5,13,23,24.92,2.06
2019,5,14,0,24.78,0.8
2019,5,14,1,24.7,0.83
2019,5,14,2,24.6,1.58
2019,5,14,3,24.51,2.04
2019,5,14,4,24.46,2.74
2019,5,14,5,24.47,4.32
2019,5,14,6,24.54,5.44
2019,5,14,7,24.66,5.27
2019,5,14,8,24.82,3.67
2019,5,14,9,25.02,2.12
2019,5,14,10,25.22,1.29
2019,5,14,11,25.35,0.87
2019,5,14,12,25.51,0.83
2019,5,14,13,25.91,1.01
2019,5,14,14,26.3,1.57
2019,5,14,15,26.89,1.81
2019,5,14,16,27.2,2.54
2019,5,14,17,27.24,3.49
2019,5,14,18,27.2,4.34
2019,5,14,19,27.21,5.17
2019,5,14,20,27.16,5.8
2019,5,14,21,26.76,6.71
2019,5,14,22,26.29,7.62
2019,5,14,23,26.04,8.61
2019,5,15,0,25.91,5.42
2019,5,15,1,25.82,6.41
2019,5,15,2,25.75,8.56
2019,5,15,3,25.66,10.88
2019,5,15,4,25.53,15.67
2019,5,15,5,25.37,21.08
2019,5,15,6,25.12,23.26
2019,5,15,7,24.79,19.34
2019,5,15,8,24.54,11.32
2019,5,15,9,24.43,5.56
2019,5,15,10,24.52,4.01
2019,5,15,11,24.79,2.56
2019,5,15,12,25.49,1.9
2019,5,15,13,26.35,1.46
2019,5,15,14,27.36,1.21
2019,5,15,15,28.29,0.87
2019,5,15,16,28.47,0.7
2019,5,15,17,28.48,0.74
2019,5,15,18,28.25,0.88
2019,5,15,19,27.89,1.12
2019,5,15,20,27.54,1.44
2019,5,15,21,27.01,1.83
2019,5,15,22,26.43,2.2
2019,5,15,23,25.83,2.48
2019,5,16,0,25.45,6.52
2019,5,16,1,25.3,5.88
2019,5,16,2,25.25,5.06
2019,5,16,3,25.36,4.03
2019,5,16,4,25.34,3.85
2019,5,16,5,25.26,4.56
2019,5,16,6,25.22,4.7
2019,5,16,7,25.2,4.37
2019,5,16,8,25.21,5.47
2019,5,16,9,25.25,5.01
2019,5,16,10,25.36,4.93
2019,5,16,11,25.51,4.55
2019,5,16,12,25.93,4.63
2019,5,16,13,26.39,5.79
2019,5,16,14,26.97,7.36
2019,5,16,15,27.6,8.97
2019,5,16,16,27.94,12.07
2019,5,16,17,27.96,18.68
2019,5,16,18,27.69,27.11
2019,5,16,19,27.36,41.13
2019,5,16,20,26.99,55.21
2019,5,16,21,26.6,64.21
2019,5,16,22,26.26,63.86
2019,5,16,23,26.07,48.86
2019,5,17,0,25.95,95.46
2019,5,17,1,25.84,56.65
2019,5,17,2,25.72,26.82
2019,5,17,3,25.56,12.81
2019,5,17,4,25.37,6.54
2019,5,17,5,25.17,3.63
2019,5,17,6,25.01,3.09
2019,5,17,7,24.79,2.81
2019,5,17,8,24.78,3.2
2019,5,17,9,24.8,3.59
2019,5,17,10,24.85,3.33
2019,5,17,11,24.92,3.38
2019,5,17,12,25.21,4.23
2019,5,17,13,25.62,5.75
2019,5,17,14,26.02,7.5
2019,5,17,15,26.55,8.74
2019,5,17,16,26.91,8.28
2019,5,17,17,27.03,10.56
2019,5,17,18,26.97,12.21
2019,5,17,19,26.72,13.27
2019,5,17,20,26.44,14.95
2019,5,17,21,26.06,15.44
2019,5,17,22,25.55,15.14
2019,5,17,23,25.03,13.71
2019,5,18,0,24.7,9.22
2019,5,18,1,24.58,9.34
2019,5,18,2,24.54,10.27
2019,5,18,3,24.53,10.95
2019,5,18,4,24.51,11.67
2019,5,18,5,24.44,13.99
2019,5,18,6,24.37,15.7
2019,5,18,7,24.33,18.19
2019,5,18,8,24.28,19.28
2019,5,18,9,24.26,21.5
2019,5,18,10,24.29,21.97
2019,5,18,11,24.4,21.43
2019,5,18,12,25.07,23.13
2019,5,18,13,25.88,26.01
2019,5,18,14,26.66,28.08
2019,5,18,15,27.32,28.67
2019,5,18,16,27.7,27.79
2019,5,18,17,27.83,25.98
2019,5,18,18,27.78,22.92
2019,5,18,19,27.54,20.4
2019,5,18,20,27.13,18.51
2019,5,18,21,26.63,19.06
2019,5,18,22,26.11,22.97
2019,5,18,23,25.66,31.71
2019,5,19,0,25.44,40.23
2019,5,19,1,25.4,43.34
2019,5,19,2,25.44,41.44
2019,5,19,3,25.39,37.58
2019,5,19,4,25.29,35.78
2019,5,19,5,25.17,33.43
2019,5,19,6,25.04,28.71
2019,5,19,7,24.94,24.42
2019,5,19,8,24.89,20.01
2019,5,19,9,24.89,14.77
2019,5,19,10,24.91,10.55
2019,5,19,11,24.91,6.64
2019,5,19,12,25.03,3.0
2019,5,19,13,25.32,1.18
2019,5,19,14,25.56,0.51
2019,5,19,15,26.07,0.35
2019,5,19,16,26.63,0.44
2019,5,19,17,26.98,0.69
2019,5,19,18,27.1,1.63
2019,5,19,19,27.07,3.21
2019,5,19,20,26.94,4.65
2019,5,19,21,26.65,6.43
2019,5,19,22,26.31,7.39
2019,5,19,23,25.95,7.59
2019,5,20,0,25.69,4.4
2019,5,20,1,25.58,4.1
2019,5,20,2,25.51,3.74
2019,5,20,3,25.46,3.16
2019,5,20,4,25.39,2.78
2019,5,20,5,25.29,2.56
2019,5,20,6,25.19,2.97
2019,5,20,7,25.1,3.7
2019,5,20,8,25.01,4.56
2019,5,20,9,24.97,5.23
2019,5,20,10,24.97,6.26
2019,5,20,11,25.01,7.37
2019,5,20,12,25.21,8.81
2019,5,20,13,25.48,10.34
2019,5,20,14,25.7,10.93
2019,5,20,15,25.97,11.37
2019,5,20,16,26.26,12.95
2019,5,20,17,26.68,13.49
2019,5,20,18,26.86,11.56
2019,5,20,19,26.43,11.34
2019,5,20,20,26.01,13.14
2019,5,20,21,25.68,13.11
2019,5,20,22,25.36,13.03
2019,5,20,23,24.95,13.62
2019,5,21,0,24.61,10.83
2019,5,21,1,24.38,7.98
2019,5,21,2,24.44,5.83
2019,5,21,3,24.54,3.75
2019,5,21,4,24.5,2.99
